Marca temporal,1. ¿Cuál es tu edad?,2. ¿Cuál o cuáles son tus lenguas maternas?,3. ¿Qué lenguas comprendes y a qué nivel? [Inglés],3. ¿Qué lenguas comprendes y a qué nivel? [Francés],3. ¿Qué lenguas comprendes y a qué nivel? [Portugués],3. ¿Qué lenguas comprendes y a qué nivel? [Italiano],3. ¿Qué lenguas comprendes y a qué nivel? [Rumano],3. ¿Qué lenguas comprendes y a qué nivel? [Catalán],3. ¿Qué lenguas comprendes y a qué nivel? [Gallego],4. ¿Sabes algo de euskera o la gente de tu entorno habla euskera? ,"5. Si la respuesta anterior es afirmativa, ¿cómo has conseguido esos conocimientos? Por ejemplo: porque mi familia es euskaldun, porque voy a veranear a Lekeitio...",6. ¿Tienes conocimientos sobre la intercomprensión?,7. ¿Crees que es posible comprender una conversación en euskera sin haber aprendido/estudiado esta lengua previamente?,8. ¿Dónde tiene lugar el diálogo que has visto en el vídeo?,9. Resume brevemente qué ocurre.,10. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Parecido lingüístico con lenguas que conozco (por ejemplo: estructuras de las preguntas).],"10. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Proximidad léxica: palabras parecidas, nombres propios...]","10. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Gestos: con las manos, expresividad con la cara...]","10. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Situación de comunicación: el lugar, los personajes.]","10. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Entonación: las preguntas, las afirmaciones...]",10. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Conocimientos extralingüísticos: conocimientos científicos y culturales generales],11. ¿Dónde tiene lugar el diálogo que has visto en el vídeo?,12. Resume brevemente qué ocurre.,13. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Parecido lingüístico con lenguas que conozco (por ejemplo: estructuras de las preguntas).],"13. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Proximidad léxica: palabras parecidas, nombres propios..]","13. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Gestos: con las manos, expresividad con la cara...]","13. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Situación de comunicación: el lugar, los personajes.]","13. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Entonación: las preguntas, las afirmaciones, los suspiros...]",13. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Conocimientos extralingüísticos: conocimientos científicos y culturales generales],14. ¿Dónde tiene lugar el diálogo que has visto en el vídeo?,15. Resume brevemente qué ocurre.,16. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Parecido lingüístico con lenguas que conozco (por ejemplo: estructuras de las preguntas).],"16. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Proximidad léxica: palabras parecidas, nombres propios..]","16. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Gestos: con las manos, expresividad con la cara...]","16. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Situación de comunicación: el lugar, los personajes.]","16. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Entonación: el tono, las afirmaciones...]",16. Valora del 0 al 5 (siendo 0 el valor mínimo y 5 el valor máximo) en qué medida los siguientes elementos te han ayudado a comprender el vídeo: [Conocimientos extralingüísticos: conocimientos científicos y culturales generales],"17. ¿Después de haber visto los vídeos, crees que es posible comprender una conversación en euskera sin haber aprendido/estudiado esta lengua previamente?",Puntuación
30/05/2022 23:34:55,Menos de 20 años.,"Español., Francés.",La entiendo y la hablo bien,La entiendo y la hablo bien,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",No,,Sí,Estoy bastante de acuerdo.,"Secretaría de alguna administración pública (centro de estudios, etc)",Un hombre llamado Carmelo se está matriculando en algún tipo de servicio/curso.,1,3,5,4,5,1,En una cocina,Dos personas hablan sobre qué necesitan comprar para hacer una tortilla de patata y hacen la lista de la compra.,1,3,3,3,4,3,En un jardín de una casa,"Un hombre habla sobre el sistema de calefacción en España y lo compara con los de diferentes países europeos. Parece que sabe de lo que habla, por lo que infiero que se dedica profesionalmente a ello.",1,4,2,5,3,3,Estoy bastante de acuerdo.,
30/05/2022 23:36:54,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,No,,Sí,No estoy de acuerdo.,En un instituto,Un chico y su madre van a hacer la matrícula y la secretaría les pregunta sus datos.,1,4,4,5,5,5,En una cocina,Una mujer le pregunta la receta de la tortilla de patata a un chico y  él se la va explicando,0,0,3,5,3,3,En una casa ,Un hombre habla sobre un sistema de calefacción o energía.,1,3,1,5,3,5,Estoy bastante de acuerdo.,
30/05/2022 23:59:58,Entre 20 y 25 años.,"Español., Catalán.",La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,"No la entiendo, ni la leo",La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),No,,Sí,No estoy de acuerdo en absoluto.,Instituto/universidad ,Una persona quiere matricularse en algo (tal vez un curso),1,2,5,5,5,4,En una cocina,La mujer va a preparar tortilla de patata (puede que para algún evento). El chico le dice qué ingredientes utilizar.,1,1,4,5,3,4,En el jardín de una casa,Un señor explica cómo funciona la instalación de un generador geotérmico. (Creo que) también explica las dificultades que supone hacer este tipo de proyectos en España frente a otros países europeos.,1,1,2,4,3,4,Estoy bastante de acuerdo.,
31/05/2022 0:00:27,Entre 20 y 25 años.,"Español., Catalán.",La entiendo y la hablo bien,Entiendo lo escrito de manera global,,,,La entiendo y la hablo bien,,No,,No,No estoy de acuerdo en absoluto.,Consulta del médico ,La doctora tomando los datos del paciente ,0,2,4,4,2,0,En una casa,Están haciendo una lista de la compra para hacer tortilla de patatas ,1,3,2,3,1,1,En una vivienda unifamiliar ,El dueño de la casa explica las instalaciones climáticas de la vivienda ,1,3,0,1,1,1,No estoy de acuerdo en absoluto.,
31/05/2022 0:03:44,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),"La entiendo bien (oral y escrito), pero no la hablo, La leo y la entiendo fácilmente (escrito)",,,,,No,,No,No estoy de acuerdo.,NO,NO,2,1,2,1,2,1,,,1,2,2,1,2,1,,,2,1,1,1,1,2,No estoy de acuerdo.,
31/05/2022 0:19:45,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,No,,No,No estoy de acuerdo en absoluto.,NOUn colegio (?),NONo se,0,2,2,4,2,,Cocina,Ni idea,0,1,1,4,2,1,Una casa,Problemas con la calefacción ,0,1,1,4,1,4,No estoy de acuerdo en absoluto.,
31/05/2022 0:24:33,Entre 20 y 25 años.,"Español., Francés.",Entiendo lo escrito de manera global,La entiendo y la hablo bien,,,,,,No,,Sí,No estoy de acuerdo.,NOColegio,"NOVienen al colegio a hacerles la matrícula a sus dos hijos, les dan la dirección de la calle y el número ",2,3,5,5,4,3,Cocina,Nidea,1,1,1,2,1,1,Pueblo,,,,,,,,No estoy de acuerdo.,
31/05/2022 0:42:08,Entre 20 y 25 años.,Español.,La leo y la entiendo fácilmente (escrito),"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Sí,Por relaciones cercanas de habla vasca,No,No estoy de acuerdo en absoluto.,En algún tipo de registro,"Llega una pareja y la oficinista le pide los datos de nombre, apellidos, dirección, etc.",5,3,4,5,4,4,En una cocina,Eligen que van a cocinar y se ponen a hacer la lista de la compra.,1,1,3,3,3,0,En un jardin,Algo de un zulo que imagino da calor o frio,0,0,1,3,0,0,No estoy de acuerdo.,
31/05/2022 0:53:30,Entre 20 y 25 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"Entiendo lo escrito de manera global, No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",No,,No,No estoy de acuerdo.,NOCuartel de la policía ,NO,2,3,5,3,3,1,Cocina,Lista de la compra ,1,0,5,3,0,0,Programa de televisión,,0,0,2,2,1,0,No estoy de acuerdo en absoluto.,
31/05/2022 0:56:35,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","No la entiendo, ni la leo",La entiendo y la hablo bien,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Sí,por amigos,No,No estoy de acuerdo.,en un instituto/universidad,"El chico ha ido a inscribirse a un curso y le está dando sus datos(nombre, apellidos, dirección)",0,2,1,4,2,1,en su casa,están apuntando lo que necesitan para hacer una tortilla de patatas,1,3,3,4,3,2,en la casa del hombre,no he entendido nada,0,1,0,1,0,0,Estoy bastante de acuerdo.,
31/05/2022 0:58:03,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,"No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,"No la entiendo, ni la leo",No,,No,No estoy de acuerdo en absoluto.,Oficina,La mujer que trabaja en la oficina les hace preguntas para rellenar un formulario,0,0,1,1,2,0,Cocina,Familiares hablando entre ellos en el desayuno,0,0,1,2,2,0,Una casa,Explica la geotérmica en su casa,0,1,0,2,0,1,No estoy de acuerdo en absoluto.,
31/05/2022 7:37:05,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,"No la entiendo, ni la leo","La entiendo bien (oral y escrito), pero no la hablo, La leo y la entiendo fácilmente (escrito)","No la entiendo, ni la leo","No la entiendo, ni la leo","La entiendo bien (oral y escrito), pero no la hablo","No la entiendo, ni la leo",No,,No,No estoy de acuerdo.,En la secretaría de una institución académica ,NOLa secretaria le va pidiendo datos al señor para completar la matrícula de la chica. ,3,2,3,3,4,2,La cocina de un apartamento ,"El señor se queja de su rutina de universidad y biblioteca y se proponen hacer una tortilla pero les falta ingredientes por lo que hacen una lista, que luego la chica se lleva para ir a comprar. ",3,2,4,5,4,2,En un pueblo ,"El hombre explica el funcionamiento del sistema de aire, el precio de coste, las leyes que lo amparan, su existencia en otros países, etc.",3,2,4,3,4,1,Estoy bastante de acuerdo.,
31/05/2022 8:37:55,Más de 50 años.,Español.,,La entiendo y la hablo bien,,,,,,Sí,Mi familia es euskaldun,No,No estoy de acuerdo en absoluto.,Secretaria de colegio,Pide hacer matricula,0,1,1,1,0,0,En la cocina de casa,Parece que hacen lista de compra.,0,0,0,1,0,0,En el jardin de la casa,Parece que explica un sistema de calefacción por bomba de calor.,0,1,0,1,0,0,No estoy de acuerdo en absoluto.,
31/05/2022 9:57:15,Entre 20 y 25 años.,Español.,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,"No la entiendo, ni la leo",No,,No,No estoy de acuerdo en absoluto.,Ayuntamiento de algún municipio vasco o en un set de rodaje.,Una mujer le pide los datos a una pareja.,0,0,1,1,0,0,En casa de una familia.,Están haciendo la lista de la compra,0,0,1,1,1,0,En los terrenos de un campechano.,Dice que la vida en el campo es muy buena.,0,0,0,0,0,0,No estoy de acuerdo en absoluto.,
31/05/2022 10:00:05,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,No,,No,No estoy de acuerdo.,Una oficina,La oficinista toma los datos al hombre para completar un registro,1,4,2,3,4,2,En la cocina de una casa,Están comprobando que tienen los ingredientes necesarios para una tortilla de patat,0,3,5,3,5,4,El jardin de la casa del hombre,Muestra su casa que funciona con energia geotermica,0,5,1,2,2,2,No estoy de acuerdo.,
31/05/2022 10:11:47,Entre 20 y 25 años.,Español.,"La entiendo y la hablo bien, La leo y la entiendo fácilmente (escrito)","La entiendo bien (oral y escrito), pero no la hablo, La leo y la entiendo fácilmente (escrito)",,"La entiendo bien (oral y escrito), pero no la hablo",,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",No,,Sí,No estoy de acuerdo.,Una oficina para matricularse,Un hombre (Carmelo) va a una oficina a matricularse y rellenan sus datos,2,4,4,4,4,4,En una cocina,Preparan la lista de la compra para hacer unas comidas (entre ellas una tortilla de patatas),1,3,3,4,4,3,Gorraizt (en verdad es un vídeo que la tv ha grabado),Entrevista a un hombre de Gorraizt acerca de su trabajo y vida,1,2,4,5,4,4,No estoy de acuerdo.,
31/05/2022 10:26:53,Entre 20 y 25 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,No,,Sí,No estoy de acuerdo en absoluto.,NONo sé ,NO¿Cómo voy a entender qué ocurre si hablan en una lengua incomprensible e inventada completamente a partir del español? ,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,No estoy de acuerdo en absoluto.,
31/05/2022 10:39:41,Más de 50 años.,Español.,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",No,,No,No estoy de acuerdo.,En un centro educativo,Realizan una matricula,0,0,1,1,0,1,En la cocina de una vivienda,Hablan sobre lo que tienen q comprar para hacer tortilla de patata para comer,2,2,2,1,0,1,En una vivienda familiar,Hablan sobre un sistema de calefaccion por geotermia,2,3,0,5,0,3,No estoy de acuerdo en absoluto.,
31/05/2022 10:57:12,Más de 50 años.,Rumano ,,,,,"La entiendo y la hablo bien, La leo y la entiendo fácilmente (escrito)",,,No,,No,Estoy completamente de acuerdo.,NO,NO,,,5,,,,,,,,1,1,3,,,,,,0,3,,,Estoy bastante de acuerdo.,
31/05/2022 11:27:47,Entre 40 y 50 años.,Euskera,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Sí,Mi familia es euskaldun,No,Estoy bastante de acuerdo.,En una escuela,Se ha inscrito a un curso de euskera.,1,2,2,2,2,1,En un piso de estudiantes.,Van a preparar la cena para cuando vengas los compañeros.,1,2,2,2,2,2,En una casa.,Explics lo que es la geotermia. ,1,1,1,1,1,1,Estoy bastante de acuerdo.,
31/05/2022 12:25:03,Más de 50 años.,Español.,"No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"La entiendo bien (oral y escrito), pero no la hablo",Sí,La an estudiado en clase,No,Estoy bastante de acuerdo.,En una escuela de euskera,Se están matriculando,,3,2,3,2,3,En su cocina,Si van a comer tortilla de patata,2,2,2,2,2,3,En el jardin de su casa,Esta explicando el sistema de su calecfaccion,2,3,4,4,3,1,No estoy de acuerdo.,
31/05/2022 12:56:09,Más de 50 años.,Español.,,,,,,,,No,,,No estoy de acuerdo en absoluto.,Euskaltegui,Matricula,2,1,1,1,1,1,En la cocina,"Compra, ingredientes para tortilla patata",0,0,0,0,0,2,Lugar donde se genera o se controla energía asa,"Casa, donde se consuma energía renovable",1,0,1,2,1,1,No estoy de acuerdo.,
31/05/2022 13:48:16,Entre 26 y 40 años.,Español.,"La entiendo y la hablo bien, La leo y la entiendo fácilmente (escrito)",,,,,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",Sí,Familia euskaldunes y clases gratuitas en el ayuntamiento donde vivo,Sí,Estoy bastante de acuerdo.,En un colegio,Están matriculando a alguien a un segundo curso.,0,0,1,2,2,1,En un hogar,"Están hablando de darle una sorpresa a un amigo con una merienda fuera, será una tortilla de patata con cebolla, queso y pimientos, también tomarán vino… será algo suave por que mañana tienen cosas que hacer",2,2,2,2,1,1,En una casa de campo,"Habl de la eficiencia geotérmica de la casa, ",0,1,0,0,2,2,Estoy bastante de acuerdo.,
31/05/2022 14:07:33,Entre 20 y 25 años.,Catalán.,La entiendo y la hablo bien,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",La entiendo y la hablo bien,"No la entiendo, ni la leo",No,,No,No estoy de acuerdo en absoluto.,NOColegio,NOVan a matricular a sus hijos,0,1,2,2,2,0,Cocina,"Deciden hacer tortilla de patatas, escriben los ingredientes",0,2,1,2,1,0,En el exterior de una casa,Explica que han puesto geotermia en casa y las ventajas y dificultades que ha habido.,0,3,1,4,1,0,No estoy de acuerdo en absoluto.,
31/05/2022 14:14:31,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo","No la entiendo, ni la leo",La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",Sí,Porque tuve compañeros en el Erasmus que hablaban euskera,No,No estoy de acuerdo.,NOEn una oficina ,NOAh,1,1,2,2,2,0,Cocina,Ah,1,1,2,1,1,0,,,,,,,,,No estoy de acuerdo.,
31/05/2022 15:03:59,Entre 20 y 25 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo","Entiendo lo escrito de manera global, No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Sí,Conozco palabras sueltas porque tengo una amiga vasca,No,Estoy bastante de acuerdo.,NOEn un colegio,NODos padres matriculando a sus hijos en un colegio,3,5,4,4,2,0,En una cocina,"Dos chicos planean arle una sorpresa a un tercero haciendo una tortilla de patata, despues hacen la lista de la compra de lo que falta para poder cocinar",1,5,4,3,4,3,En la casa del hombre entrevistado,"Es una entrevista a un hombre que ha realizado una inversión para la fuente de alimentación electrica de su casa, explica el coste de la inversión, donde es típica la instalación y brevemente como funciona",3,5,1,4,3,3,Estoy bastante de acuerdo.,
31/05/2022 15:58:39,Más de 50 años.,Castellano,,"La entiendo bien (oral y escrito), pero no la hablo",,,,,,No,,No,Estoy completamente de acuerdo.,En Euskadi,Que quiere hacer una matrícula,,3,3,1,2,0,En un domicilio particular,Hacer la lista de la compra,,2,2,2,2,0,En un exterior,De clases de calefacción,0,1,1,1,1,0,Estoy bastante de acuerdo.,
31/05/2022 16:04:36,Entre 20 y 25 años.,"Español., Catalán.",La entiendo y la hablo bien,Entiendo lo escrito de manera global,La leo y la entiendo fácilmente (escrito),Entiendo lo escrito de manera global,"No la entiendo, ni la leo",La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),Sí,"Pues a base de ver las noticias, relacionarme con gente que sean de Euskadi y conozcan la cultura, de internet, películas y libros. ",No,No estoy de acuerdo.,En un instituto o escuela.,Unos padres van a matricular a su hijo.,3,5,3,5,3,0,En una cocina.,Hablan sobre cómo hacer una tortilla de patata.,2,2,3,4,3,2,En Navarra,Se nos explica las características de la instalación de una depuradora de agua.,1,3,0,3,0,1,No estoy de acuerdo.,
31/05/2022 17:14:58,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",La leo y la entiendo fácilmente (escrito),La entiendo y la hablo bien,No,,No,No estoy de acuerdo.,NOUn colegio,"NOParece que unos padres van a inscribir a sus hijos pequeños a un colegio y una señora les pide datos como el nombre, edad o lugar de nacimiento",0,1,5,5,5,3,En una cocina,Un diálogo entre madre e hijo pero ni idea. Una tortilla de patata o algo que quieren hacer.,,2,5,5,5,3,En un pueblo,Un hombre habla sobre el pueblo o una casa de un pueblo o el sistema del aire acondicionado de la casa,0,0,0,4,2,3,No estoy de acuerdo.,
31/05/2022 17:19:16,Más de 50 años.,Español.,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",No,,No,No estoy de acuerdo.,NOni idea ,NOni idea,0,0,4,2,1,0,ni idea ,ni idea ,0,0,1,2,1,0,ni idea ,ni idea ,0,1,0,1,1,0,No estoy de acuerdo.,
31/05/2022 18:20:05,Más de 50 años.,Español.,Entiendo lo escrito de manera global,La leo y la entiendo fácilmente (escrito),,,,,,No,,No,No estoy de acuerdo en absoluto.,Secretaria c ntro,Están rellenando un cuestionario,0,1,0,2,1,0,Cocina,Haciendo lista compra para tortilla patata ,0,2,0,2,0,0, una casa,Habla sobre la geotérmica ,0,2,0,1,0,0,No estoy de acuerdo en absoluto.,
31/05/2022 18:43:50,Más de 50 años.,Español.,Entiendo lo escrito de manera global,,,,,,,No,,No,No estoy de acuerdo en absoluto.,Oficina,Esta apuntandose a algo,0,0,1,1,0,1,En la cocina,Estan haciendo la lista de la compra,0,2,0,2,0,0,En el jardin y en el interior de una casa,Esta explicando el funcionamiento de un sistema de calefaccion,0,1,0,1,0,0,No estoy de acuerdo en absoluto.,
31/05/2022 18:50:57,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,"No la entiendo, ni la leo",La leo y la entiendo fácilmente (escrito),"No la entiendo, ni la leo","No la entiendo, ni la leo",La leo y la entiendo fácilmente (escrito),La leo y la entiendo fácilmente (escrito),No,,No,No estoy de acuerdo en absoluto.,Escuela,Una chico con su madre va a matricularse a una escuela,0,0,5,5,5,4,En una casa,"Una chica le pide ayuda para hacer una tortilla de patatas al chico, hacen juntos la lista de la compra mientras revisan qué les hace falta comprar y luego van a hacer la compra",0,0,4,5,5,5,En la casa de un hombre,Un señor explica las ventajas que le aporta su sistema de calefaccion,0,0,3,5,5,5,No estoy de acuerdo en absoluto.,
31/05/2022 19:10:41,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,,,Entiendo lo escrito de manera global,,"La entiendo bien (oral y escrito), pero no la hablo",,Sí,Porque estudio en Donosti,No,Estoy bastante de acuerdo.,En un centro educativo,Un proceso de matriculacion,5,4,5,5,5,2,En una cocina,Elaboran una lista de la compra,3,4,5,2,0,0,,Explicación de la geotermia,5,4,0,5,0,4,No estoy de acuerdo.,
31/05/2022 21:07:16,Más de 50 años.,Español.,,,,La leo y la entiendo fácilmente (escrito),,La leo y la entiendo fácilmente (escrito),,Sí,Algo de oirlo,No,No estoy de acuerdo en absoluto.,En una oficina de un colegio,Un chico quiere matricularse,4,2,1,2,3,0,En la cocina,Van a hacer una merendola y hacen la lista de la compra,2,2,0,2,0,0,En una casa,No he entendido creo que era como intentar ahorrar energia,0,0,0,0,0,0,No estoy de acuerdo en absoluto.,
31/05/2022 21:54:10,Entre 26 y 40 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo, Entiendo lo escrito de manera global",,,,,,,No,,No,No estoy de acuerdo.,NONi idea,NONo entendí lo que hablan..,0,0,0,0,0,0,,,,,,,,,,,,,,,, ,No estoy de acuerdo.,
31/05/2022 22:29:56,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",No,,Sí,No estoy de acuerdo.,En una secretaría,"El hombre quiere matricularse en algo, una mujer le estaba acompañando y la otra, que trabaja en secretaría, le pregunta varios datos. Él es de un pueblo de Bizkaia y quiere hacer tres algo (o tiene tres algo)",1,4,5,5,5,4,En una cocina,"Creo que hablan sobre la comida o la cena, se propone hacer tortilla de patata y apuntan los ingredientes, luego apuntan lo que tienen y se van, supongo que a comprar porque creo que tenían solo esa patata y les hacían falta dos kilos",1,4,5,5,4,5,En un pueblo de Navarra,El hombre trabaja con bombas de calor para sistemas de calefacción y refrigeración y cuenta todo el procedimiento y que en países como Suecia o Finlandia es muy normal y en España todavía no,1,5,4,5,4,4,Estoy bastante de acuerdo.,
31/05/2022 22:45:22,Entre 20 y 25 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo, La leo y la entiendo fácilmente (escrito)",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,"La entiendo bien (oral y escrito), pero no la hablo, La leo y la entiendo fácilmente (escrito)",No,,No,No estoy de acuerdo en absoluto.,En una clase,"dos alumnos van a matricularse y les pregunta nombre, calle, localidad, etc.",0,1,4,5,3,2,En la cocina de casa,Dos personas hacen una lista con necesario para preparar una tortilla de patatas,1,4,2,2,2,0,En el jardin de una casa,"Una persona comenta como funciona el proceso de la geotermia que tiene para calentar su casa, el precio y sus ventajas. Despues comenta cómo en españa respecto a otros sitios de europa estamos mas retrasados en ese aspecto.",0,3,0,1,1,4,No estoy de acuerdo.,
31/05/2022 22:47:13,Más de 50 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",La entiendo y la hablo bien,Entiendo lo escrito de manera global,Sí,Parte de mi familia es euskaldun,No,No estoy de acuerdo en absoluto.,En una academia,Hacen una inscripcion a un curso,2,2,0,1,1,2,En una cocina,Coordinan la preparacion de una tortilla,2,2,1,2,1,1,En una casa y si jardin,"Hablan de la geotermia como energia para producir calor en lis hogares
",2,2,0,2,0,1,No estoy de acuerdo en absoluto.,
31/05/2022 22:49:20,Entre 26 y 40 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,,,,,,No,,No,Estoy bastante de acuerdo.,En un salón de clase,"Van a inscribirse en un curso, preguntan por la encargada y luego ella les demanda sus datos personales.",2,2,1,2,2,1,En una cocina,Sobre los ingredientes de la tortilla de patatas.,1,1,1,1,1,1,,,0,0,0,,0,0,,
